X,Y,X.1,X,id_offer,adress,type,price,currency,surface_grnd,surface_good,nb_room,nb_bathroom,colonia,municipio,estado,desc_good,detailedListings.i.,mode,test_sit
-99.165919,19.4254384,1302,1302,1525324174,"Hamburgo 150, Juárez, Cuauhtémoc, Distrito Federal",Oficina en Venta,19500000,$,268,268,,,JUAREZ,CUAUHTÉMOC,Distrito Federal,"Oficina de 268 m2 en primer piso de Plaza del Angel en el corazón de la Zona Rosa, cuenta con 5 baños, privados, suite y areas abiertas. Acabados de lujo y mucha iluminación. Muy buena ubicación a una calle de Reforma (Angel de la Independencia) y a dos calles de glorieta de los Insurgentes. Oportunidad !!!!!",https://inmueble.mercadolibre.com.mx/MLM-1525324174-en-el-corazon-de-la-zona-rosa-en-plaza-del-angel-_JM#position=10&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1587179,19.4348724,1303,1303,1384964319,"Juárez, Cuauhtémoc, Distrito Federal",Oficina en Venta,115000000,$,1750,1750,,,JUAREZ,CUAUHTÉMOC,Distrito Federal,"TERMINADAS AL 100%CONCEPTO MODERNO CON SALONES DE ADULTOS DE DESCANSO Y AMENIDADES, COMPRA O RENTA DESDE 50 METROS SUPER OPORTUNIDAD",https://inmueble.mercadolibre.com.mx/MLM-1384964319-1750-metrosinsurgentes-triple-aaa-estrena-_JM#position=11&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1736829,19.4217538,1304,1304,1644791519,"Hamburgo, Juárez, Cuauhtémoc, Distrito Federal",Oficina en Venta,4800000,$,121,121,,,JUAREZ,CUAUHTÉMOC,Distrito Federal,,https://inmueble.mercadolibre.com.mx/MLM-1644791519-amplia-oficina-a-un-paso-de-reforma-zona-rosa-_JM#position=12&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1592835,19.4228866,1305,1305,930429690,"Cordoba 38, Roma Norte, Cuauhtémoc, Distrito Federal",Oficina en Venta,18951075,U$S,394,394,,,ROMA NORTE,CUAUHTÉMOC,Distrito Federal,"Oficinas en renta o venta en la Col. Roma Norte: 
394 m2 distribuidos en toda la planta. 
Actualmente cuenta con 3 privados muy amplios + privado de dirección con baño completo al interior.
Sala de juntas. (con doble acceso también desde la oficina de dirección) 
Amplia recepción. 
Área de bodega y almacenamiento al interior de las oficinas. 
3 baños para empleados + los baños comunes del pasillo. 
9 cajones de estacionamiento independientes. 
Vigilancia 24 horas y acceso los 7 días de la semana. 
Vista panorámica. 
Planta de luz en áreas comunes. 
Edificio sin afectación estructural post temblor del 2017.
El precio en renta es + IVA + mantenimiento.",https://inmueble.mercadolibre.com.mx/MLM-930429690-amplias-oficinas-en-venta-o-renta-en-col-roma-norte9-autos-_JM#position=13&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1709,19.4119,1306,1306,1490114944,"Ámsterdam, Condesa, Cuauhtémoc, Distrito Federal",Oficina en Venta,3980000,$,67,67,,,CONDESA,CUAUHTÉMOC,Distrito Federal,"OPORTUNIDAD DE INVERSIÓN! OFICINA EN VENTA EN CALLE ÁMSTERDAM EN MUY BUEN ESTADO DE CONSERVACIÓN, EN PISO 7, ELEVADOR AL PISO. TIENE UNA SUPERFICIE DE 67 M2, ÁREA DE RECEPCIÓN, DOS PRIVADOS CON VISTA A LA CALLE Y AGRADABLE ILUMINACIÓN NATURAL, DOS CUBÍCULOS, DOS MEDIOS BAÑOS, SALA DE JUNTAS Y UNA PEQUEÑA ÁREA CON COCINA. EL EDIFICIO ES ANTIGUO PERO MUY BIEN CONSERVADO, 4 OFICINAS POR PISO, CUENTA CON VIGILANCIA. FUNCIONARIA PERFECTO PARA CALL CENTER, TELEMARKETING, DESPACHOS O CONSULTORIOS. A TAN SOLO UNOS METROS DEL PARQUE MÉXICO, RODEADO DE CAFETERÍAS, RESTAURANTES, BANCOS, CERCANO A MERCADO ROMA, PLAZA CONDESA Y PLAZA INSURGENTES. MEDIOS DE TRANSPORTE COMO METRO: ESTACIONES PATRIOTISMO Y CHILPANCINGO Ó METROBÚS: ESTACIÓN CAMPECHE. SU EXCELENTE UBICACIÓN Y LA POSIBILIDAD DE ESPACIOS DESTINADOS A LA NATURALEZA FUNGEN COMO FACTORES MÁS DESTACADOS PARA QUE LA AVENIDA ÁMSTERDAM LLEGUÉ A CULMINARSE COMO UNA GRAN ATRACCIÓN URBANÍSTICA PARA VISITANTES Y COLONOS. APROVECHA ESTA EXCELENTE UBICACIÓN!!…CENTRO DE LA CONDESA PARA COMPRAR, OFICINA QUE LA PUEDES TRANSFORMAR EN UN DEPARTAMENTO Y SERÁ UN EXITAZO EN AIRBNB. (ODV4077N)(EB-KG1048) (2)",https://inmueble.mercadolibre.com.mx/MLM-1490114944-oficina-consultorio-venta-condesa-amsterdam-_JM#position=14&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1654,19.4329687,1307,1307,1453975584,"Rio Nazas, Cuauhtémoc, Cuauhtémoc, Distrito Federal",Oficina en Venta,11800000,$,287,287,,,CUAUHTEMOC,CUAUHTÉMOC,Distrito Federal,"Se vende propiedad con uso de suelo para oficinas en la colonia Cuauhtémoc, dentro del corredor insurgentes.Estas oficinas cuentan con 287 m2 de área laboral y cocina, bodegas y oficinas privadas. Con una excelente ubicación a unas cuadras de Insurgentes, Reforma y Circuito Interior.Para aviso de privacidad, quejas, sugerencias o aclaraciones visita www.zrygbienesraices.com, o escríbenos a privacidad@zrygbienesraices.com Oficina Sur 55 59486312 y 6292Los gastos e impuestos de escrituración y cargos relacionados por algún tipo de crédito NO están incluidos en el costo de venta, así como el mobiliario, electrodomésticos y arte que se muestran en las fotografías.",https://inmueble.mercadolibre.com.mx/MLM-1453975584-cuauhtemoc-oficinas-en-el-corredor-de-insurgentes-en-venta-_JM#position=15&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.145518,19.4219005,1308,1308,960769690,"Dr. Liceaga 47, Centro De La Ciudad De México Area 2, Cuauhtémoc, Distrito Federal",Oficina en Venta,15214440,$,400,400,,,CENTRO,CUAUHTÉMOC,Distrito Federal,"Edificio inteligente de oficinas para estrenar sobre el Eje Central, ubicado dentro del perímetro denominado “Ciudad Judicial” con excelentes vías de comunicación (Reforma, Insurgentes, Viaducto) “Liceaga Center” es un edificio totalmente nuevo, construido con los más altos estándares de calidad de construcción, estructura de acero lo que nos permite ofrecer espacios desde 40m2 hasta 1000m2 por planta.
Completamente equipado con: vestíbulo y recepción, acceso automatizado, 4 sótanos de estacionamientos, 4 elevadores de la más alta tecnología, comedor central, terrazas de descanso, roof garden común, área de fumar, cctv, sistema contra incendios, facilidades para discapacitados, estacionamiento cubierto para 10 autos, bodegas (opcional), posibilidad de adquirir más cajones de estacionamiento, vigilancia las 24 hrs. Conózcalo!!!!",https://inmueble.mercadolibre.com.mx/MLM-960769690-liceaga-center-es-un-edificio-totalmente-nuevo-ofv-3771-_JM#position=16&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.162549,19.4195256,1309,1309,1481561097,"Av. Insurgentes, Roma Norte, Cuauhtémoc, Distrito Federal",Oficina en Venta,40800000,$,781,781,,,ROMA NORTE,CUAUHTÉMOC,Distrito Federal,"Oficinas en Venta y Renta en Av. Insurgentes Sur, Col. Roma Norte.Planta Baja. Tiene 66.61 mts Área rentable. Cuenta con Terraza 14.03 m2, Área de Pasillos, Escalera, Elevador, Vigilancia  73.20 2 . Superficie Total 153 m2Nivel 1: Tiene 173.06 m2 Área Rentable. Cuenta con Sanaitarios 20.80 m2, Área de Pasillos, Escalera y Eleador 40.34 m2, Terraza 24.03 m2Superficie Total 258.23 m2Nivel 2: Tiene 149.58 M2 Área Rentable. Cuenta con Cafetería 8.52 M2, Área de Pasillos y Escalera 50.90 m2. Superficie Total 258.23 m2Nivel 3: Tiene 184.95 m2 Área Rentable. Cuenta con Sanitarios 20.80 m2, Área de pasillos, Escalera y Elevador 27.45 m2. Superficie Total 233. 20 m2Nivel 4: Tiene 174.57 m2 Área Rentable. Cuenta con Cafetería 3.91 m2, Área de Pasillos, Escalera y Elevador 27.63m2. Superficie Total 206.11 m2PH: Tiene 32.68 m2 Área Rentable. Cuenta con Comedor 20.46 m2, Terraza 73.68 m2, Área de Pasillos, Escalera y Elevador 22.19 m2. Superficie Total 149.01 m2AREAS TOTALES:Cafetería y Comedor: 32.89 m2Área de Pasillos, Escalera, Elevador, Vigilancia: 241.71 m2Área de Sanitarios: 41.60 m2Terrazas: 111.74 m2Área Rentable: 781.45 m2Precio de Venta $ 40,800,000 MNPrecio de Renta $ 400.00 x M2",https://inmueble.mercadolibre.com.mx/MLM-1481561097-oficinas-en-av-insurgentes-sur-colroma-norte-_JM#position=17&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.169243,19.4084973,1310,1310,1735926796,"Hipodromo Condesa, Cuauhtémoc, Distrito Federal",Oficina en Venta,2500000,$,51,51,,,HIPODROMO DE LA CONDESA,CUAUHTÉMOC,Distrito Federal,,https://inmueble.mercadolibre.com.mx/MLM-1735926796-oficinas-en-venta-en-hipodromo-condesa-cuauhtemoc-_JM#position=18&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1691413,19.4301322,1311,1311,1602368121,"Cuauhtémoc, Cuauhtémoc, Distrito Federal",Oficina en Venta,4800082,$,109,109,,,CUAUHTEMOC,CUAUHTÉMOC,Distrito Federal,,https://inmueble.mercadolibre.com.mx/MLM-1602368121-oficina-en-venta-en-cuauhtemoc-ff-23-1086-1-_JM#position=19&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1691413,19.4301322,1312,1312,1588529613,"Cuauhtémoc, Cuauhtémoc, Distrito Federal",Oficina en Venta,4800082,$,109,109,,,CUAUHTEMOC,CUAUHTÉMOC,Distrito Federal,"MLS #23-1086Excelente ubicación de edificio cuenta con 9 pisos y 2 oficinas por piso son 109 mts cada una o se puede elegir un piso completo de 219 mts , todas con balcón y vista hacia la calle, cuenta con las siguientes amenidades como: roof garden, con magnifica vista , lobby, estacionamiento, terraza, vigilancia 24/7 y conserje. Todas las oficinas se entregan en obra blanca. Ven a Conocerlo SOMOS RENTA HOUSE!!!! LLAMA.",https://inmueble.mercadolibre.com.mx/MLM-1588529613-oficina-en-venta-en-cuauhtemoc-ff-23-1086-1-_JM#position=20&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1725526,19.4172209,1313,1313,1479067544,"Veracruz Condesa Ofv 28453, Condesa, Cuauhtémoc, Distrito Federal",Oficina en Venta,10600000,$,240,240,,,CONDESA,CUAUHTÉMOC,Distrito Federal,,https://inmueble.mercadolibre.com.mx/MLM-1479067544-oficina-en-venta-en-condesa-_JM#position=21&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1674,19.4309687,1314,1314,1459671865,"Cuauhtémoc, Cuauhtémoc, Distrito Federal",Oficina en Venta,11800000,$,287,287,,,CUAUHTEMOC,CUAUHTÉMOC,Distrito Federal,"Con una excelente ubicación y buenos espacios se vende propiedad con uso de suelo para oficinas en la colonia Cuauhtémoc, dentro del corredor insurgentes uno de los submercados más importantes de la ciudad. Estas oficinas cuentan con 287 m2 de área laboral y cocina, bodegas y oficinas privadas. En un conjunto de 3 casas es justamente la vivienda que tiene frente de calle y acceso independiente. Con una excelente ubicación a unas cuadras de Insurgentes, Reforma y Circuito Interior.Es una buenísima oportunidad!",https://inmueble.mercadolibre.com.mx/MLM-1459671865-excelente-para-oficinas-en-la-col-cuauhtemoc-cdmx-_JM#position=22&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1670868,19.4075176,1316,1316,1481241162,"Tlaxcala 127, Roma Sur, Cuauhtémoc, Distrito Federal",Oficina en Venta,4490000,$,248,100,,,ROMA SUR,CUAUHTÉMOC,Distrito Federal,"3 Consultorios Médicos en venta. 1 Con baño
1 baño visitas
Área de espera
Colonia Roma Sur.
Uso comercial.
Estacionamiento Público al lado
Elevador
30 años de antigüedad",https://inmueble.mercadolibre.com.mx/MLM-1481241162-consultorio-medico-3-colonia-roma-_JM#position=24&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1603129,19.415922,1317,1317,1644785708,"Roma Norte, Cuauhtémoc, Distrito Federal",Oficina en Venta,4390000,$,100,100,,,ROMA NORTE,CUAUHTÉMOC,Distrito Federal,"2 Consultorios MédicosUbicados en 6to. piso de la calle de Querétaro 147, entrelas calles de Tonalá y JalapaAtrás de Hospital Star Medica RomaEdificio de 10 Niveles. Recepción y seguridad y un estacionamiento en planta baja. Consultorio 602 de 53 m2con una área común compartida de 15 m2con los consultorios 601 y 603. Área de recepción 1 baño$ 2,100,000Consultorio 603 de 47 m2con una área común compartida de 15 m2con los consultorios 601 y 602, recepción 1 baño$ 2,000,0001 cajon de estacionamiento cubierto en planta baja.$ 290,000Ambos consultorios y estacionamientos rentados actualmente por $25 mil pesos , mantenimiento incluido ($ 5, 500 mensuales) Contrato vigente anual iniciado en Marzo de 2021",https://inmueble.mercadolibre.com.mx/MLM-1644785708-roma-2-consultorios-en-venta-renta-_JM#position=25&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1613324,19.4188488,1319,1319,1348646805,"Tabasco, Roma Norte, Cuauhtémoc, Distrito Federal",Oficina en Venta,22000000,$,360,360,,,ROMA NORTE,CUAUHTÉMOC,Distrito Federal,,https://inmueble.mercadolibre.com.mx/MLM-1348646805-oficinas-en-venta-en-la-colonia-roma-_JM#position=27&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1760841,19.4153108,1320,1320,1710623317,"Mexicali 86, Hipódromo, Cuauhtémoc, Distrito Federal",Oficina en Venta,3590000,$,80,80,,,HIPODROMO,CUAUHTÉMOC,Distrito Federal,"Número interior: 4Oficina Semi-Amueblada muy funcional en la colonia Condesa, Elevador con llave y directo al piso. El edificio tiene sólo 8 pisos y una oficina por piso.Ya en el piso 4 al descender del elevador cuenta con espacios delimitados de 6 oficinas. Una primera oficina que puede hacer las veces de Área de recepción, Una oficina principal con medio baño.Una como otra oficina o como espacio para sala de juntas, Una con 2 espacios individuales muy funcionales.Además el espacio abierto que se podría habilitar como dos oficinas adicionales.En la zona de la escalera tiene un baño exclusivo adicional para esta oficina.Incluye un lugar de estacionamiento en PB.Ventaja. - Salvo el cubo del elevador y las paredes perimetrales, todas las divisiones son de tablaroca. permitiendo en su caso, la reubicación de todo el piso de acuerdo a sus propias necesidades.En la zona hay parquímetros por lo que da orden y permite encontrar lugar fácilmente en la zona.Este inmueble cuenta con una excelente ubicación tiene todos los servicios a la mano, vías de comunicación y transporte, lo que necesitas para vivir bien.En Bienes Raíces lo hacemos todo Contigo y por tí.El precio de venta es sin muebles. Ven a conocerlo, Pide una cita hoy mismo.",https://inmueble.mercadolibre.com.mx/MLM-1710623317-venta-oficina-colonia-condesa-semiamueblada-_JM#position=28&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1802147,19.4089477,1324,1324,1644791830,"Hipodromo Condesa, Cuauhtémoc, Distrito Federal",Oficina en Venta,62439006.5,U$S,815,815,,,HIPODROMO DE LA CONDESA,CUAUHTÉMOC,Distrito Federal,"Oficinas en renta o venta en Av. Insurgentes Sur. El acceso a las ocinas se realiza a través de una recepción ubicada en planta baja, con control de acceso y uso exclusivo para las oficinas.Nivel 3 consta de área de 815.45m. Ingresando al nivel se encuentra la recepción con sala de espera; cuenta también con cuatro oficinas con baño; también hay 7 salas de juntas, un auditorio con capacidad para 50 personas, un área recreativa, área de café y SITE. Capacidad para personal operativo es de 86 personas.Nivel 4 consta de Área de 815.45 m, está divido por tres áreas directiva, operativa y comedor-cocina. El área operativa dispone de 4 oficinas directivas, dos de ellascon baño; dos salas de junta exterior y capacidad para personal de 50 personas, área de café y sala de espera. El área directiva cuenta con seis oficinas, una sala de juntas exterior y capacidad para personal operativo de 25 personas. El comedor está formado por una cocina totalmente equipada, un comedor para 60 personas y una terraza cubierta con capacidad para 20 personas.",https://inmueble.mercadolibre.com.mx/MLM-1644791830-oficinas-en-renta-o-venta-en-insurgentes-sur-_JM#position=32&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1649891,19.405299,1325,1325,1677371069,"Roma Sur, Cuauhtémoc, Distrito Federal",Oficina en Venta,25000000,$,610,580,,,ROMA SUR,CUAUHTÉMOC,Distrito Federal,"BUENISIMA CASA CATALOGADA CON USO DE SUELO PARA OFICINAS, CON MUY BUENOS ESPACIOS Y CON GRAN ESTILO, HAY QUE REMODELAR Y SACARLE PROVECHO, EXCELENTE UBICACION, CERCA DEL VIADUCTO.",https://inmueble.mercadolibre.com.mx/MLM-1677371069-vende-casa-para-oficinas-roma-sur-en-av-monterrey-_JM#position=33&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1611768,19.4274848,1326,1326,1384958121,"Insurgentes Sur, Juárez, Cuauhtémoc, Distrito Federal",Oficina en Venta,4300000,$,60,60,,,JUAREZ,CUAUHTÉMOC,Distrito Federal,"TERMINADAS AL 100%CONCEPTO MODERNO CON SALONES DE ADULTOS DE DESCANSO Y AMENIDADES, COMPRA O RENTA DESDE 50 METROS SUPER OPORTUNIDAD",https://inmueble.mercadolibre.com.mx/MLM-1384958121-insurgentes-triple-aaa-estrena-_JM#position=34&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1670995,19.4220408,1327,1327,1459487730,"Medellín 81-4, Roma Nte., Cuauhtémoc, 06700 Ciudad De México, Cdmx, Mexico, Roma Norte, Cuauhtémoc, Distrito Federal",Oficina en Venta,3180000,$,87,87,,,ROMA NORTE,CUAUHTÉMOC,Distrito Federal,"Oficina Comercial en la Calle de Medellín con 87m2, recién Remodelada con excelentes acabados, consta de 4 Privados Amplios e Iluminados, 2 Baños, Recepción, Cocineta, 1 Estacionamiento, Uso de Suelo Mixto. Excelente Ubicación con Vías de Comunicación accesibles, cerca de avenida Chapultepec a unas cuadras del metro Sevilla, rodeada de Comercios y Restaurantes, Visítala!!",https://inmueble.mercadolibre.com.mx/MLM-1459487730-oficina-comercial-en-col-roma-norte-en-medellin-_JM#position=35&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1806938,19.4133019,1328,1328,1352721113,"José Vasconcelos, Condesa, Cuauhtémoc, Distrito Federal",Oficina en Venta,6000000,$,140,140,,,CONDESA,CUAUHTÉMOC,Distrito Federal,": ¡ADMIRABLE! Oficinas en Venta en 3to piso con llave para ingresar para elevador por piso, vigilancia las 24hrs, Hermosa Visa e Iluminación natural, las Oficinas cuentan con Terraza ideal para disfrutar de un atardecer, Recepción muy amplia, 7 Cubículos, cocina, sala de junta, 2 baños privados, 4 estacionamientos ideal para telemarketing, despachos, consultorios etc.El edifico se encuentra super ubicado cerca de las vialidades Av. Constituyentes y Av. Paseo de la Reforma lo que facilita el acceso a las zonas más importantes de la ciudad como Chapultepec, Condesa, Polanco además de estar rodeado de restaurantes, Instituciones financieras, Centros Cultures.¡No dejes ir está oportunidad.!",https://inmueble.mercadolibre.com.mx/MLM-1352721113-oficinas-en-venta-colonia-condesa-_JM#position=36&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.167457,19.409648,1329,1329,1662196199,"Insurgentes Sur 377, Hipodromo Condesa, Cuauhtémoc, Distrito Federal",Oficina en Venta,1999000,$,63,63,,,HIPODROMO DE LA CONDESA,CUAUHTÉMOC,Distrito Federal,"Oficina disponible muy bien ubicada en la colonia Hipódromo Condesa sobre Avenida Insurgentes Sur, frente al metrobus estación Campeche. Cuenta con una superficie de 63m2 para adaptar a tus necesidades para tú oficina, despacho ó consultorio. Cuenta con muy buena ventilación e iluminación por su ventanal en la fachada posterior. Tiene derecho a un lugar de estacionamiento y al uso de los baños ubicados entre pisos. El edificio cuenta con dos elevadores. El inmueble cuenta con cimientos hidráulicos y lo respalda un Dictamen Estructural. Se encuentra sujeto al Régimen de Propiedad en Condominio con uso de suelo exclusivo de oficinas, tiene vigilancia y acceso controlado 24/7 con servicio de valet parking.",https://inmueble.mercadolibre.com.mx/MLM-1662196199-oficina-consultorio-o-despacho-ubicadisimo-en-venta-insurgentes-sur-hipodromo-cuauhtemoc-_JM#position=37&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1694375,19.4303875,1330,1330,1496080513,"Río Tíber, Cuauhtémoc, Cuauhtémoc, Distrito Federal",Oficina en Venta,4700000,$,109,109,,,CUAUHTEMOC,CUAUHTÉMOC,Distrito Federal,"Excelentes oficinas parte de edificio de 8 pisos que van desde los 46 hasta 123 m2 de construcción, 2 PH de 109 m2, excelente distribución en espacios de estacionamiento y baños perfectamente equipados en cada piso.Oficinas muy bien ubicadas, rodeadas de avenidas principales como Av. Paseo de la Reforma y Circuito Interior que facilitan ampliamente su acceso desde cualquier punto de referencia. Calidad en cada espacio, Contáctanos!Pregunta por la DisponibilidadMantenimiento: Por definirRequisitos: 1 mes de deposito 1 mes de renta Aval en la CDMX Comprobante ingresos  INE Inmobiliaria con mas de 15 años de experiencia, todos los asesores son certificados, cuidando el patrimonio de nuestros clientes.",https://inmueble.mercadolibre.com.mx/MLM-1496080513-oficina-renta-rio-tiber-cuauhtemoc-_JM#position=38&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1694606,19.4266753,1331,1331,1616804267,"Paseo De La Reforma, Cuauhtémoc, Cuauhtémoc, Distrito Federal",Oficina en Venta,9000000,$,200,200,,,CUAUHTEMOC,CUAUHTÉMOC,Distrito Federal,"(ROJ) Oficina en venta en Edificio emblemático de la ciudad de México construido por el icónico Arquitecto mexicano Mario Pani.El edificio se encuentra ubicado en una de las avenidas más importantes de México, Paseo de la Reforma. Cuenta con un estacionamiento subterráneo ingresando por la calle de Río Volga, la planta baja y mezanine conforman un basamento donde se localizan cuatro entradas peatonales que dan acceso al pasaje, el cual alberga locales.Condominio conformado por dos torres de siete niveles, cada una tiene su propio control de acceso; cuenta con un sotano subterraneo para área de estacionamientos.Oficina en quinto nivel con ventanas en lugar de muros, creando espacios muy iluminados y ventilados.200 m2 libres2 baños mujeres y hombres2 lavabosÁrea de cafetería1 oficina privadaSala de juntasAmplia área de staff1 lugar de estacionamiento Hoy en día el Condominio Reforma 369 se volvió un edificio icónico de la ciudad de México.",https://inmueble.mercadolibre.com.mx/MLM-1616804267-oficina-en-venta-en-paseo-de-la-reforma-cuauhtemoc-_JM#position=39&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1695,19.4244,1332,1332,1490394374,"Praga, Cuauhtémoc, Cuauhtémoc, Distrito Federal",Oficina en Venta,4200000,$,120,120,,,CUAUHTEMOC,CUAUHTÉMOC,Distrito Federal,"excelente oficina a una cuadra del monumento a la revolución, buenos espacios y distribución, la oficina cuenta con 4 privados, Cupo para 10 personas, el edificio es de departamento y oficinas, se renta únicamente para despacho y poco movimiento de personas, el mantenimiento es de $ 1,300.00 pesos. Contáctenos. (2)",https://inmueble.mercadolibre.com.mx/MLM-1490394374-praga-_JM#position=40&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1691413,19.4301322,1333,1333,1526076504,"Cuauhtémoc, Cuauhtémoc, Distrito Federal",Oficina en Venta,4500065,$,109,109,,,CUAUHTEMOC,CUAUHTÉMOC,Distrito Federal,"MLS #23-1087Excelente ubicación de edificio cuenta con 9 pisos y 2 oficinas por piso son 109 mts cada una o se puede elegir un piso completo de 219 mts , todas con balcón y vista hacia la calle, cuenta con las siguientes amenidades como: roof garden, con magnifica vista , lobby, estacionamiento, terraza, vigilancia 24/7 y conserje. Todas las oficinas se entregan en obra blanca. Agenda tu Cita Somos Rent-A House!!! Contáctenos.",https://inmueble.mercadolibre.com.mx/MLM-1526076504-oficina-en-venta-en-cuauhtemoc-go-23-1087-_JM#position=41&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1719852,19.4242452,1335,1335,1649428018,"Paseo De La Reforma, Juárez, Cuauhtémoc, Distrito Federal",Oficina en Venta,13000000,$,270,270,,,JUAREZ,CUAUHTÉMOC,Distrito Federal,"Oficina en Renta en Paseo de La Reforma, en la Glorieta de la Diana CazadoraRodeado de Grandes CorporativosUbicado en la mejor Zona de la Ciudad de México150 m2Piso 5 Y 9 - 270 m2 Piso 5 abierto, (Ver fotos)Acondicionada2 ElevadoresMantenimiento $ 5,500 Renta + IVA",https://inmueble.mercadolibre.com.mx/MLM-1649428018-oficina-en-renta-y-venta-en-paseo-de-la-reforma-m2o2487-_JM#position=43&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1695175,19.4068278,1337,1337,1582621452,"Tlaxcala, Adolfo López Mateos, Cuauhtémoc, Distrito Federal",Oficina en Venta,4750000,$,120,120,,,ADOLFO LOPEZ MATEOS,CUAUHTÉMOC,Distrito Federal,"¡¡¡¡EXCELENTE OPORTUNIDAD EN LA CONDESA!!!!Edificio actualmente en proceso de remodelación de áreas comunes y fachada, con excelente ubicación a unos pasos de Insurgentes rodeado de importantes vías de acceso con estaciones del metro y metrobus. Cuenta con dictamen estructural.Todos los arreglos y remodelación de los consultorios son por cuenta del comprador.En épocas de crisis todos nos apoyamos, contamos con los protocolos de sanidad e higiene en nuestra oficina y para mostrarte propiedades, o bien podemos atenderte por video llamada.",https://inmueble.mercadolibre.com.mx/MLM-1582621452-consultorios-en-venta-en-la-condesa-_JM#position=45&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
-99.1702442,19.4022021,1339,1339,1721511008,"Nuevo Leon, Hipodromo Condesa, Cuauhtémoc, Distrito Federal",Oficina en Venta,4000000,$,101,101,,,HIPODROMO DE LA CONDESA,CUAUHTÉMOC,Distrito Federal,"Lindo departamento que puede ser acondicionado como oficina, cuenta con una ubicación privilegiada, 101 M2, 2 baños, portero de lunes a viernes, mantenimiento incluido. ¡Ven a conocerlo!",https://inmueble.mercadolibre.com.mx/MLM-1721511008-oficina-en-nuevo-leon-276-int-1-en-venta-col-hipodromo-_JM#position=47&search_layout=grid&type=item&tracking_id=b6be45b3-65ee-40a2-8cd7-5106a8bda9d4,Venta,1
